answerId,vote,count
1cgdf3ahf1d1324c,-1,2
1cgdf3ahf1d1324c,1,1
1covs0btnb867800,1,3
1cgddb7050mtl224,1,1
1cgdb95b31ahi7vq,1,3
1cgd6o7ah1bg234d,-1,1
1cgd6o7ah1bg234d,1,9
1cgd6huns1bg27bb,-1,1
1cgd6h0ls1ah25oi,1,1
1cgd1jgk71ai1424,0,1
1cgd0ikpt1agi1ij,1,1
1cgcrlp2m1ai17nc,1,2
1cgcitlaf1d0i0r7,1,3
1cgcinji01agi443,0,1
1cn2hqbrmas0q9mq,0,1
1cgcinji01agi443,1,4
1cgcg3h9q0mt51te,0,2
1d63aq7o4ak8m800,0,1
1cgcg3h9q0mt51te,1,11
1cgce4dn40kbn235,1,3
1cgc64pcq1d0i4km,1,16
1cgc3fhe91bg216l,1,3
1cgc2rb8r1ahi4j5,0,1
1cgbtj9ra1d0i4on,0,2
1cgbt45f70mtl43t,0,1
1cmqbaemdak5fem0,1,1
1cgbt45f70mtl43t,1,2
1cgbh403t1agi4um,1,1
1dbpr3pcs0mcn001,1,4
1cgat9lq5akciesf,1,2
1cgar1njuas0kcpu,-1,2
1ck0ke8ea1ba34dd,-1,1
1cgaj8lejakciabq,-1,1
1cgaj8lejakciabq,1,21
1cgai457ias0keqh,1,1
1cgagaq40b80laae,1,1
1cgag58si5nck82s,-1,1
1cgae6oulakcifjs,0,3
1cgadqakpas0k8l0,1,2
1cga9mpjuakgidml,-1,1
1cga8tq38akgic9q,-1,1
1cga61qhrakcifni,1,3
1dea4ambrh3st800,1,1
1cmugjmlcbrddd2j,0,1
1citsnn1lbrd4a57,1,1
1cga61qhrakcifni,0,4
1cg9v67la5n8m8f5,1,3
1cg9snad252skfmf,0,1
1d34jakuj1fdu000,1,2
1cg8lbhs5b88j95c,0,1
1cg8glkq4as0kf2g,0,1
1cg8e6meqaqgicbg,0,2
1cg7puskiakgidv3,0,1
1cg7eu0enaqgia48,1,2
1cg7eu0enaqgia48,-1,5
1cg77fa36b80lfu4,1,1
1cg6op6rfb84l823,0,1
1cg6op6rfb84l823,-1,2
1cg66dqehas0kbiu,1,1
1ct29f2bv1d0h000,1,13
1cg5vvst55ncka8r,-1,2
1cg5q56ml52skbbv,0,1
1cg5j6n64aqgid7c,-1,2
1cg5ipm78as0kd8f,1,1
1cg5cmjc15n8m8ku,1,2
1d2isftn21ah7000,1,1
1cg5cmjc15n8m8ku,-1,3
1cg5cmjc15n8m8ku,0,2
1cg4otp8ibrcj9r7,1,1
1cg4lsf2obrcja8u,0,1
1cg4j1op45n8m9cv,0,1
1chsrjbqvas0mc9d,1,11
1cg4g9l0u52skc4d,-1,1
1cg4g98ivakcice5,1,20
1co9m93nnak9p800,-1,2
1cg3eocf3b80lbro,1,14
1cg3cpimg5j4iepl,1,4
1cg3b6fbr5nck80i,1,10
1cg2kbed9akgibgn,-1,2
1cg2f6io0as0kaol,1,2
1cg24h6hfakgibb8,1,3
1cg20hsv05nckf3f,1,8
1cg1vdadq52sk8h1,0,1
1cg1vdadq52sk8h1,1,3
1cg1urfu2akgiavn,1,1
1cg1lalkeakgietb,0,4
1cg0ooddt5nck9qe,0,1
1cg0k5j6c52skajr,1,19
1ckabelnk1bgd0rg,-1,4
1cg0i0d84akciaiv,1,1
1cg0euis2aqgib7l,-1,1
1cv3e8sf91fdu000,0,3
1cg0euis2aqgib7l,1,4
1cg06b4b8b80l9do,0,1
1cg01lp6paqgi877,1,4
1cg01fvb2b84l9e9,1,4
1cfvmd8j6akcibnq,1,1
1cnumqq4e5n9r800,0,1
1cfvg4ir1as0kapa,1,1
1cfvg4ir1as0kapa,-1,1
1cfvg4iotaqgi83s,1,1
1cfveedltakcieq1,-1,2
1cfveedltakcieq1,1,8
1cfve51t2akgiblg,1,1
1cfv9po52aqgi92s,-1,3
1cfuv8651akci9ap,0,1
1cfub6kvl1agv58f,1,4
1ct6i216h52vq800,1,4
1cftrqk91b80haeb,1,1
1cftokbif1bgf5c0,-1,1
1d1org2g4ak5c800,0,1
1cftokbif1bgf5c0,1,2
1cftng2g11ahu0o1,-1,22
1cftnbj691bgf3re,1,4
1cftmr28j0mcu1lb,1,7
1cta0p0nsaqj0800,0,1
1cftmgdhl0mcu5il,0,4
1cftmgdhl0mcu5il,1,4
1cft7nb5l1ahu0h8,1,26
1cft7ddog0mtv2tj,-1,1
1cft7ddog0mtv2tj,1,2
1d83d99el1bad000,1,13
1cfs2bq161d1f32f,1,2
1cfrm52l20mtv0da,-1,2
1cfrf37eh1ahu09n,-1,1
1cfr17t9s1bgf61j,1,2
1cfqqppj75n8i98e,-1,1
1daoqrh8o5ndm800,-1,1
1cfqh5avpb80hcij,0,1
1cfqf72pu1d1f0kj,1,1
1cfqf72pu1d1f0kj,-1,1
1cfqbp35u0mtv70i,-1,1
1cfq6dvq41bae7m9,1,1
1d40ca1po52sj801,0,2
1cfq5oisn1bae2ur,-1,2
1ckj3bbbnak4hfgl,1,1
1cfq4vdjc1bae03v,0,5
1cfpkkafob84hcfe,0,1
1cfpkkafob84hcfe,1,3
1cfpkkafob84hcfe,-1,1
1cfpd65v21agv47a,0,1
1cfpd65v21agv47a,-1,1
1cfp9dkg50kbm7h7,1,1
1cfp3rmvb1ahi5f0,-1,1
1cfp2tiu21bg25dq,1,1
1cfp29dh01bg23tk,1,1
1cfp29dgm1agi50i,1,1
1cfp1cbl71d125ti,0,3
1cfov8md71agi5ik,1,16
1cfov5a011agi1r6,1,8
1cfov2qp71bg21fr,1,1
1cfov2qp71bg21fr,-1,2
1cfourl5p1ah25m9,-1,1
1d858bcs90mtr000,1,6
1cfoucq1l1ah20b0,1,18
1cfoucfhk0mtj630,-1,1
1cfoojrqd1d1244n,-1,1
1cfomo8d50kbm4do,1,1
1cfoirrco0mci17c,-1,2
1cfof1ij90mt2366,0,1
1cfoev3ak1d0h0mv,1,1
1cfoc8oin1bg22ur,1,1
1cj18rvl65j4vecm,1,1
1cfobql4c1d127jm,-1,1
1cfobql4c1d127jm,1,17
1dcfjil7eh45j800,1,1
1ctf251esak7u800,1,10
1cfo7ous30mtj3af,0,1
1cfo7ous30mtj3af,-1,2
1cfo75hn70mtj1h0,-1,5
1cfo75hn70mtj1h0,0,26
1cfo75hn70mtj1h0,1,22
1cfnt0lph1bg2250,-1,1
1cfnpnvld0kbm6fn,1,3
1cfnj38h31ai14ng,-1,1
1cfnj38h31ai14ng,1,1
1cfnh7t0s0mci0ra,0,2
1cfn332q01d021gs,-1,18
1cfmma5cs1bg2007,1,5
1cfmdl9b20mci3io,1,1
1cfmcc3c90mt2207,-1,3
1cilkkkebak8s8a9,1,1
1cfmcc3c90mt2207,0,2
1cfm98fq51fdj0sn,1,3
1cfm8p1qs1d125g7,-1,1
1cfm84u760mtj655,1,1
1cfm4tah41ahi578,-1,1
1cfm0g86l1ahi3ri,1,1
1cflvppps1ai17fe,-1,5
1cjm0gsf25n96d9r,0,3
1cflvppps1ai17fe,1,15
1cflseae51ai15l6,-1,3
1cflqs8280kbm71t,0,4
1cfljqk8h1ai14ud,-1,1
1clggmqen1bad58m,1,2
1cfli2kvp1agi246,1,1
1cfli0mse1agi11e,1,1
1cfli0mse1agi11e,-1,1
1cflct1nb1ah2786,-1,1
1cflct1nb1ah2786,1,22
1cflcqftk1ai17mr,-1,1
1cfl8guhv1ai16rk,0,1
1cfkv6d5v0kbm3kr,0,1
1cfktv5pu1d02694,-1,1
1cfktv5pu1d02694,0,2
1cvgt5hnc1ahe000,0,13
1cfkl1eld1bg26fk,-1,1
1cfk3vt770kbm61n,-1,7
1cfjp6tn90mt226a,1,1
1ckv5ssq8akglecl,-1,1
1cfjm4pcv1ba17s2,1,1
1cfjm4pcs1ah2697,-1,1
1cfjkigjo1d0h1fo,0,7
1cfjj3qoe1ahi6lg,1,1
1cfjivhu01d0h55s,1,1
1cfjhcg7n1ba136b,1,2
1cfjdk6s91d02388,1,2
1cfjd17j51d0h5lg,1,20
1d2e7hom35ncq800,1,3
1cfjabapo1ba177p,1,1
1cfj3vvb11ai15c6,-1,3
1cfj3vvb11ai15c6,1,2
1cfiniv1h1ahi27n,1,1
1cfii4ll71ba11lm,-1,11
1cfii4ll71ba11lm,0,39
1cfie8qli0kbm3ue,1,4
1cfie19ul0mt27th,-1,2
1d33ho14g0kbu000,-1,1
1cfie19ul0mt27th,1,9
1cp7on0ko5ne5801,1,1
1cfid98qs1ah276b,-1,3
1cfibh4t71agi1gt,1,2
1cfhcq9lb1d0h5cu,1,3
1cfgqmeth1ahi2m9,1,13
1cfgoce9o1ahi0sk,-1,1
1cuj4dgvd1ah1000,-1,1
1cfge2oj81agi18g,1,3
1cfge1rjd1ah20cf,1,1
1cfgcqtkf1d122eg,1,1
1coj9jid952u4800,0,1
1cfgb4jkg1d027tr,1,1
1cfg7v4nm1ai1347,-1,3
1cmijmojkak5cerf,0,1
1cfg7ok531fdj618,1,2
1cfg7jsbp1d1217n,1,1
1cfg7jsbp1d1217n,-1,2
1cfg7j8n31ai163e,1,5
1db4fe7fl24fj000,1,11
1cfg0abuh1ai17ic,-1,1
1cfg0abuh1ai17ic,1,23
1dafigj4l52t3800,-1,1
1cfg073kt0mt22q8,1,2
1cffpub8d1fdj4ir,-1,2
1cp6kq6cqaka2800,1,4
1cl2qgivf5j4l96k,-1,2
1cffpub8d1fdj4ir,1,12
1cps4b847b86f800,1,2
1cffkcl3b1ah21ej,1,5
1cffjrh2r1ai17gh,0,1
1cffjrh2r1ai17gh,1,8
1cr4jrrfvbrep800,-1,3
1cffjmv501ah243f,-1,1
1cr4jrrfvbrep800,1,18
1cffjmv501ah243f,1,13
1cffiavr71ba1353,0,1
1cffiavr71ba1353,-1,2
1cff4rhoh1ba12ve,0,2
1con0dhq85ne1800,0,1
1cff3ik2n0kbm6nm,-1,1
1cfept1t71agi6na,1,5
1clfu5go51ahs54j,0,3
1cfej2j851d127vl,1,4
1d7kn9c5p1ba6000,0,1
1cfeebk9r0kbm5ml,0,4
1cfeajsqv1bg20pm,1,2
1cfeajsqv1bg20pm,-1,2
1cgs68jnl1d1c128,-1,3
1cfea0j350mci2tf,0,1
1cq2qcer05nae800,1,9
1ch7a8urv1bgf75u,0,8
1cfe5te0v1bg2384,0,1
1d5iqkscc0mte000,1,1
1d4abgnjias13800,0,1
1cfe3e6gt0kbm76m,1,4
1cfe37fi20kbm48a,0,1
1cfe353jj0kbm211,1,2
1cfe353jj0kbm211,-1,4
1cfdrstuq1ahi5jf,-1,1
1cfddkhvt1d0h25v,1,1
1clhe029t1aib18u,-1,1
1cfcehpbn1d0h4dh,1,2
1cfcddg871fdj6cj,-1,2
1cfcddg871fdj6cj,0,3
1cfcddg871fdj6cj,1,19
1cfcano6a5j58c4t,1,1
1cfc9b3orbrdiddj,0,2
1cfc9b3orbrdiddj,1,1
1dav80b5mh3to800,0,1
1cfc13vt9ak5be6c,-1,2
1cfbpgeoq5j588gf,-1,1
1cfbpgeoq5j588gf,1,19
1cuk1adkh1ah6001,-1,1
1cfbo3fukaqhbc45,1,1
1cfbnj87aakd99kr,1,11
1cfbl66u85j58fm4,-1,1
1cfbkh5r7ak9e9kf,0,1
1cfbjemvtakd9dho,1,2
1cfbe2ahaakd99iv,-1,1
1cfbbbv56as1c9a0,1,1
1cfb77vdvak5baq8,-1,1
1cfb77vdvak5baq8,0,1
1cfb77vdvak5baq8,1,8
1cfb5vlnrakd9eq8,-1,1
1cfb5vjpbakd981t,0,1
1cfb5sidfbrdi8t3,-1,1
1cfausu55ak9ecb7,1,1
1cfaubi88as1ca3r,0,6
1ciadbsvdak4rcb1,1,1
1cfarudl0akh788d,0,1
1cfarudl0akh788d,1,2
1cfarudl0akh788d,-1,5
1cfarbdpsak5b95v,1,13
1chc7799vb80ie88,-1,1
1cfarabrkakd9d0f,-1,2
1chc7799vb80ie88,1,1
1cfarabrkakd9d0f,1,18
1cfaof6lc5ndbd7g,0,1
1cfan3n82as1cbj8,0,33
1cfag28aoakh79td,-1,2
1cfag28aoakh79td,1,11
1d2iukhuc1bg7000,1,4
1cfag07csas1cc85,1,14
1cfafj9toak5bbdp,1,11
1cf9mcccmas1cc53,1,1
1deu0flufh45q800,1,2
1cf9cod9iak9e9dc,-1,1
1cf9cetk15ndbeci,1,1
1cf993m4nb89nckg,1,1
1cf98vkldb89nav9,1,2
1cf98ouio5ndbapj,-1,1
1cf8rebvobrdib2b,-1,1
1cf8pp8g3akh7fei,1,1
1cf8okvg25j58ddv,1,3
1cf8lsrneak9efrq,1,1
1cf8kae1jakh7ai9,0,1
1cfm8b6og1d0h56h,1,1
1cf8hj44cakh7efh,0,6
1cqpa530cb8an800,1,3
1cf8ffcemak9ebmo,0,1
1cf88evom5n9fa3k,1,1
1degisqg5h44u800,1,6
1cgpm7os51ai85n4,1,2
1cf7131kqakd48qu,1,1
1cf703pp3brd9fct,0,3
1cf6uhb7k5j5283t,1,1
1cf6msgtmas16cc1,1,1
1cf6mhgcr52t58nt,-1,1
1cf6hcltf5nd4an0,1,7
1citsnn1lbrd4a57,0,2
1cf6h2qf45n97cp1,-1,4
1d7o6elku1d0v000,1,9
1cf6abr90aqh6bem,-1,8
1cf6abr90aqh6bem,1,16
1cf68i483ak97feb,0,1
1cf5ule6qas16c85,0,1
1cf5nrq5b52t5ajs,-1,3
1cf5mi786ak55dkc,1,1
1cf5mg6d5brd9ab8,1,1
1cf5mb0td5j52ch0,0,1
1cf5gia16akd4cue,-1,1
1cf54kd0152t5e7r,0,1
1cf54kd0152t5e7r,1,18
1cf4vac3obrd9fhi,1,1
1cf4kq12q5nd49af,1,14
1cf4f58qs5n97f53,-1,1
1cgt6iv881ago741,0,1
1cf4cmt0kakd4dkd,-1,5
1cf42476k5nd4ad3,1,1
1cf3sj8taaqh6b5p,-1,1
1cf3mb0emb89eapc,-1,1
1cf3k4us7aqh6ecu,1,1
1ckkjaqtt1ahv6u9,-1,1
1cf3h977t5nd4ep0,0,3
1cf3ce6f5brd99ii,1,2
1cf33ncmj5j52dq8,1,1
1cf334kp1brd9dv6,-1,2
1cf2b5aq5ak558aa,0,1
1cf1sha3cak97a4m,-1,2
1cf1sha3cak97a4m,1,1
1cf1b8q2352t5a6t,0,3
1cf16u5o25j52bu5,1,8
1cf0qnpi2akh2eaa,-1,1
1dbqcvd5r24gs000,1,33
1cf0incajb81g8bh,-1,1
1cf0c2vik5j52dt7,-1,1
1cf0b7k1iak559dj,1,8
1cf07bctcakh2ad0,0,20
1cevhqssp5n97a8o,-1,4
1cevefcjkaqh6ddn,0,1
1cevefcjkaqh6ddn,1,2
1ceusl8ilb85jb2b,1,11
1ceusl8ilb85jb2b,-1,8
1df586gvs5j5m800,-1,1
1ceuqsf2fb89ecqp,1,1
1ceuh3a5u5nd49it,1,1
1ceuf625c5nd49nb,1,1
1ceu4dosmb81geqr,-1,1
1cetuln7ras16ddj,1,8
1cetmmf1fakd4bf4,-1,4
1cetmmf1fakd4bf4,0,37
1cetm9ev35n97b03,0,6
1cq9l010cas1r800,1,5
1cethj95vas16fq8,-1,1
1cesva8h8ak97erf,-1,1
1cesv5p50b85jf3j,-1,1
1cesv5p50b85jf3j,1,1
1cesstgnhas16b9v,0,1
1cesstgnhas16b9v,1,7
1cesomeb7brd982d,0,1
1cesomeb7brd982d,1,2
1ceso9ioqbrd9c73,1,2
1cesnci6aas168if,1,1
1colotqqt52u4800,-1,3
1cesn0vm7b81g8ou,1,1
1cesgmikcakd4blu,1,5
1ces5okn6ak55c2p,0,1
1ces4erqo5n97cag,1,1
1csk7h8daak7k800,1,2
1ces3s5d3akd4fh6,1,1
1d0sotfga5n8u800,1,5
1cerusj86akh2dv5,1,2
1d83um5va24eq000,1,1
1certtg785n97ae3,0,1
1cerrrms6as16ff2,1,1
1cerr2briakd4eu1,1,14
1ceroc8hobrd9f4v,-1,4
1cerbesdaak55dc9,1,5
1cerabulpak97f34,1,19
1cer8s5dkak55a4o,1,1
1cequucbf5nd4b8c,1,8
1csi8qjnqas2v800,-1,1
1ceqmc7qoas16bd3,0,1
1ceqmc7qoas16bd3,1,1
1ceqag5bv5j4vedj,1,1
1ceq1nh8oakd1d28,-1,1
1ct78tcrhaker800,-1,2
1cepsth9lakgvfoe,1,1
1da4kmj7kh3p4800,1,19
1cepqssc5akd1cl8,1,22
1cepljimu5n94bfi,1,1
1cep8s54uakd18ih,1,1
1cn75rlas5ndgfus,1,6
1cep5lrds5nd19fu,1,1
1cep5f9kkbrd38dg,1,1
1ceokri6uakd1do1,-1,1
1ceo849pgb85cfaq,1,8
1cenvjd5db898adr,-1,1
1csp7ima5aqir800,1,4
1cenvjd5db898adr,1,11
1cenlr4d9akgsc1j,0,1
1cig2ttdb52sr9fb,0,2
1cfdao4ao1bg23qm,-1,1
1cenkp13s52sva11,1,1
1ceni0i5nb812duh,-1,2
1cengvo21b855d66,1,5
1cenb5qn4akgs99s,1,1
1cenb57ssakgsb6d,1,3
1cenb57ssakgsb6d,0,9
1cenb57ssakgsb6d,-1,9
1cenaja905j4sd5n,1,3
1cen9u7t8ak90bal,0,1
1d6k47aid24gj000,-1,15
1cen8rcrs5n91cfd,0,1
1cen8eutfakgsfm1,1,1
1ch0rt9i90mcu39p,1,2
1cen5o6b9ak9086r,1,3
1cen264abaqgv9bc,-1,2
1cemubhgi5j4s9ac,1,11
1cemo0l3fb85595u,-1,1
1cemo0l3eb892a0s,1,1
1cemgm1giak4vb53,1,1
1cem9fce152svd2k,0,1
1d1epof57aqh1800,0,1
1cem93pbab812fc7,1,3
1cem842cfak90bab,1,1
1cem83il95n91aon,0,1
1ddeb16tu5j6t800,1,4
1cels0luqakct836,1,1
1celoq0bpak4vbvh,0,4
1cellb8f55j4sd17,-1,3
1celbrpt9b855es8,0,1
1d4jtegm85nd0800,0,3
1cel856b1akctdnv,-1,2
1cel4h2j5akgsdff,0,1
1cekuu0nr5ncuafq,1,3
1cekuu0nr5ncuafq,0,1
1cekuu0nr5ncuafq,-1,3
1crnt2c0bakib800,0,1
1cekr6o07b892fs2,0,1
1cekphhblak4vbo9,-1,2
1cl06515gak8kek4,1,1
1ceknu95r5n91crn,1,1
1cek2g2qibrcuavp,0,1
1cvga8vu11d1f000,0,1
1cidh8sq35ncs9v0,0,1
1cek2g2qibrcuavp,1,16
1cek1cc48ak90a52,1,1
1cejmauaq5ncua4n,0,1
1cejmauaq5ncua4n,1,18
1cejijdh5ak4vbfm,1,3
1db47vuuo24e3000,-1,3
1cejctli8b892ena,-1,7
1db47vuuo24e3000,0,1
1cejctli8b892ena,0,30
1db47vuuo24e3000,1,2
1cql954k8aki0800,-1,1
1cejctli8b892ena,1,19
1cejbjrhq5j4s9hb,-1,11
1ceiu6pnob812a38,-1,3
1ceihopt5ak4vatf,-1,2
1ceifgb58aqgv97i,1,5
1ceibls7fas109f4,1,1
1cei6vbe9ak4v9l1,0,1
1cei47g4ias10bg0,1,2
1cehos7jlb855e71,-1,1
1cehngd2rakcteak,1,5
1cehdkdmpb812dh2,1,1
1cegnvqkjakgs920,1,1
1ceg1jhcib855abi,0,1
1ceg0vba8b812fih,0,1
1cefpdfc1ak4vefp,1,1
1cefpdfc1ak4vefp,-1,5
1cefcj5vr5j4s85q,-1,1
1cefbton15ncu82r,-1,1
1cefbton15ncu82r,1,3
1d2c443bj5ncq800,1,1
1cefbrfrq5ncuavh,0,1
1cefbrfrq5ncuavh,1,5
1cefbcght5j4se6j,0,1
1cefbcght5j4se6j,1,6
1chmk7m8v5ncm9gb,-1,1
1cefac10kb8559pg,1,6
1cjpg0b7e1ah55ei,1,19
1cef7c02f5n91cmj,1,13
1chci60hr1ahu06m,1,1
1cef6sbrs5ncuacp,-1,1
1cef42cu2akcta8q,1,9
1cef3lvp4ak4vevl,0,2
1dfdkormb24e1000,1,4
1cef33q1baqgvatr,-1,1
1cef33q1baqgvatr,1,26
1cef1b117ak4var2,1,19
1cudit2ssbrfv800,1,9
1ceeodmt15n91a1s,-1,3
1cg66dqepaqgia09,1,1
1ceenkp5u52svfhm,1,4
1ceelntlpaqgvdlo,0,1
1clrmv0alak50bks,1,1
1ceelntlpaqgvdlo,1,8
1ceejppoh5ncu9i6,1,2
1ceejppoh5ncu9i6,-1,4
1ceejppoh5ncu9i6,0,2
1ceea1vqp5j4sa0f,0,7
1ceea1vqp5j4sa0f,1,11
1cedur032ak90auk,1,1
1cnlnctglak5leoe,1,8
1cedgj2ud5j4sb0h,0,1
1cedfjpqm5j4seve,1,16
1cedeflekak4vc7v,-1,1
1ced28b3m5ncuccf,-1,1
1ced20a0cb855ceg,1,1
1ced20a0cb855ceg,0,1
1cecmm8il52svdjo,1,10
1cecmm8il52svdjo,0,4
1cechug39brcucu6,1,3
1cecfpaa0as10b5m,1,1
1cecbdvp4as108k1,1,1
1cecailnlbrcuc3r,1,3
1cec9mnsdas10aqu,-1,1
1cec8kob6akctfsh,1,2
1cmt3l8pmaqgrdd8,1,3
1cec815sf5ncu85k,-1,2
1cec815sf5ncu85k,1,3
1cec7tlp352sva8r,1,2
1cec7tlp352sva8r,-1,17
1cec7rgmdaqgvcb5,1,2
1cec7oejoakctdd5,0,1
1cec7oejoakctdd5,-1,2
1d5hobr59ak8h800,1,8
1d0r3mochb89b800,-1,1
1cebupp62akctcj4,0,1
1cebupp62akctcj4,1,3
1cebrqg20ak9090i,1,1
1dbviocdq24ft000,1,2
1cebqnlmub892bo0,1,3
1cgs2pl5g0mtq5c7,0,2
1cebnh43r52svai9,1,1
1cebi7hbq5n91a47,1,1
1cebehan0b8928un,1,1
1ceb5195db855ddd,1,2
1cj2pm9usb857fj3,1,1
1ceb4n0jdbrcuf8n,1,1
1ceav9orias10ebp,-1,1
1ceab8ltjbrcuaoa,1,1
1ce9ov209akgs9ge,1,4
1cj2d32atak51ceh,-1,1
1ce9ov209akgs9ge,-1,1
1ce9j2aep5n91b92,0,1
1ce98vs2jakctcds,1,1
1ce987j9gak4vd5a,1,2
1ce96j44s52sv9l4,1,7
1ce96gitm52sveor,1,15
1ce94hq58akgsafs,1,1
1ce94d30taqgvbtm,1,6
1ce8rlni55n918lq,1,13
1ce8m6jbeb8559u4,1,1
1ci6ca1svakgmdjh,1,7
1ce88g7q55ncq8fh,-1,1
1ce80u4a8aqgsb9c,1,1
1ce80u4a8aqgsb9c,-1,1
1ce7vt906brcpars,1,6
1ce7r1caiak4rbs6,1,1
1ce7niec4as0sesn,1,7
1ce7img6db850brj,-1,1
1ce7gk58a5j4pc8a,1,2
1ce7dvnedas0s95l,1,1
1ce7cdjt3b88t8c8,1,64
1cranrrv0b8as800,1,25
1ce7b1h7kaqgse95,-1,2
1ce7b1h7kaqgse95,0,1
1ce78rumu52srfdc,1,1
1ce74p96uakgp9r2,-1,1
1ce72t52jb88t91e,-1,2
1ce70ptfcbrcp8no,0,1
1ckb08h630kbu3ek,1,1
1cgnkbiv10mtq1rd,-1,1
1ce6s77la5ncqbjp,-1,2
1ce6qaveuak8s8i7,-1,1
1ce6i17aub850bnu,1,9
1d8s65pn524gv000,1,2
1ce5ue4v4b8508h1,-1,6
1ce5t7c5lb850cbg,-1,1
1d6rlo26s1d05000,0,1
1ce5m9hd2b850fuc,1,1
1ce5lcjtvb80sfhu,1,12
1ce5j55ot5j4pc57,1,1
1ce5igk97brcpd8a,1,1
1ce5i95fgakgpfgm,-1,1
1ce5i749oakgp9p5,1,1
1ce5gl609ak8sc0h,0,1
1ce5gl609ak8sc0h,1,1
1ce5920645ncmchj,0,1
1ce5920645ncmchj,-1,4
1ce5570fpak8pb38,-1,1
1ce54uf8c52sn87u,-1,1
1cmd958scb85bb07,0,2
1ce523br4ak4ofbf,-1,1
1ce4uc4urak8pcre,-1,1
1de96b0tdbrcp801,-1,1
1ce4p8busb84s8v9,0,34
1ce4lsg2fb88qfc0,1,1
1dbnh11ip0mcn000,0,1
1ce4fa7k25j4l9do,0,4
1cmt7k0tabrddfad,1,1
1ce4f8jcf52sn9lh,1,1
1ce4f8jcf52sn9lh,0,2
1ck8afbeq1aia1dr,1,8
1ce4cna7fak8penr,-1,7
1ce4cna7fak8penr,0,3
1ce4cm8m2akcnfn1,-1,4
1cg1vdadq52sk8h1,-1,2
1ce4cm8m2akcnfn1,1,6
1ce47icra52snc0v,1,9
1ce4235715n8pbjf,0,10
1ce3tuadi5j4leih,1,11
1d69gm1ts5ncl800,1,1
1ce3rv3kpas0pb2v,0,1
1d3cm9384as0h800,-1,1
1ce3rv3kpas0pb2v,1,4
1ce3rrb84akgme27,-1,1
1ce39qcf6akgmb38,-1,1
1ce39qcf6akgmb38,1,3
1ce32i2gfas0peq1,-1,2
1cvphj9f60kbv000,1,3
1ce32budnak4o91k,1,1
1ce2smm8jb88qdhd,0,2
1ce2smm8jb88qdhd,1,3
1d0nios0d0mtf000,-1,1
1ce2o7sb0b88qdhp,1,2
1ce2o7satb80pe7v,1,2
1d0bubmci0mcv000,1,17
1ce2nvdsv5n8p9ep,-1,4
1ce2nvdsv5n8p9ep,1,10
1ce2jpumrak4of4g,1,3
1ce2jocdnaqgp9s1,1,5
1cq6ddkotakhn800,0,1
1ce2jfc55brcmcam,1,1
1ce2fam73ak8p93l,-1,7
1ce27itid52snce4,0,1
1d89n966c0mta000,-1,2
1d43a9gn6akco800,1,1
1ce1rqcf152sn8p8,1,1
1cjetmt3fakh3dfe,1,2
1ce1qrheub88qajv,1,14
1cmrgnb7852tf9qr,1,1
1ce1kcbn1akgmbt1,1,1
1ce1hn66gak4oboq,1,3
1ce18hu865j4leac,1,1
1ce0inuii5n8pe6f,-1,1
1ce0e15pn5ncmd9g,1,2
1chtev4huak4l8na,0,1
1ce0cji225n8pc7k,1,3
1ce0b6v1f52snbgu,1,1
1ce070digak4ocnn,-1,4
1ce046o9g5j4l8co,0,5
1ce046o9g5j4l8co,-1,1
1ce046o9g5j4l8co,1,3
1ce007g0pbrcm81k,1,1
1cj7sruu4akd3b0f,1,6
1cdvn4n63akcn9v1,-1,2
1cdvn4n63akcn9v1,1,2
1cdvhdb31brcmehl,1,2
1cdvbe3cmas0pb3k,0,2
1cskbda1a52vk800,1,1
1cdvbe3cmas0pb3k,1,24
1cdvbdgacas0peuv,1,2
1cdv221a6aqgpclc,1,5
1cdusaboib80pcop,-1,1
1cduo215uak4ob3e,1,4
1ckv8a6qqak8k9bo,-1,1
1cdugrsfrb88qb4o,1,9
1cdu59ll3as0pff5,1,2
1cdu4onmkas0pcui,-1,1
1cdu4onmkas0pcui,1,24
1cdtrs0r1brcme0h,1,2
1cdtqdq3dak8p891,0,1
1cdtqdq3dak8p891,1,3
1cdtppp06ak4of4c,0,1
1d8q38djfb812800,0,2
1cdtdg99sbrcmecr,1,14
1cdt7kkiv52sncbp,1,1
1d1ojkuagb81p800,0,1
1cdt3ke65as0p9de,-1,1
1cdt1ge8jb84sc92,1,1
1ckgl0rrf1ahv6p2,1,1
1cdsrlavkb80pb59,1,1
1ckgl0rrf1ahv6p2,-1,1
1cdsrlavkb80pb59,-1,1
1cdsbeer2ak8pc05,1,3
1cdsbeer2ak8pc05,-1,20
1cs95fd9n52vh800,1,7
1cdsbcjjjak8pcvn,0,1
1cds7r5a9aqgpd71,1,6
1ckft4cev1ahd7ql,1,2
1cds461345n8pel8,0,1
1cds273auas0p94k,0,2
1cdrrhlff5j4ladb,1,14
1cq4qknjpb82k800,1,5
1cdrn6ojqak8pc35,1,1
1cdrc5uuab88q9us,-1,5
1cdrc5uuab88q9us,0,2
1cdrc5uuab88q9us,1,13
1cj7t6miaak55d6c,1,1
1cdrbc09nb80pdld,1,8
1cjl1u93l5n96df0,1,1
1cdr3d8vpak4odtq,1,1
1cdr2tgf6ak8pcfa,1,1
1cdr0ep3hakcnfsp,1,1
1cnt2tme55n9r800,1,4
